subject,predicate,object
Snow_crab_legs_only_frozen__,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Cardiotoxicity
Mushroom_enoki,recommendedFor,Muscle_Cramp
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Multiple_Myeloma
Nuts_walnuts_English_halves_raw,recommendedFor,Diabetic_Cardiomyopathies
Beans_navy_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Kidney_Diseases
Turkey_ground_93_lean_7_fat_raw,highIn,Fat
Egg_white_dried,recommendedFor,Torsades_de_Pointes
Beet_greens_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Beans_Dry_Small_White_0_moisture,recommendedFor,Drug_Overdose
Beans_Dry_Red_0_moisture,recommendedFor,Intestinal_Diseases
Tomatoes_canned_red_ripe_diced,contraindicatedFor,Coronary_Disease
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Nerve_Compression_Syndromes
Tomatoes_whole_canned_solids_and_liquids_with_salt_added,recommendedFor,Tachycardia
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Migraine_Disorders
Chicken_broilers_or_fryers_drumstick_meat_only_cooked_braised,highIn,Sodium
Beeftenderloin_steak_raw,recommendedFor,COVID_19
Sausage_breakfast_sausage_beef_precooked_unprepared,contraindicatedFor,Diabetes_Mellitus__Type_2
Beans_snap_green_canned_regular_pack_drained_solids,contraindicatedFor,Edema
Cheese_cotija_solid,predictedFor,Pruritus
Yogurt_Greek_strawberry_nonfat,recommendedFor,Urinary_Bladder_Diseases
Oil_olive_extra_virgin,contraindicatedFor,Cardiovascular_Diseases
Nuts_brazilnuts_raw,contraindicatedFor,Iron_Overload
Flour_almond,recommendedFor,Heart_Defects__Congenital
Restaurant_Chinese_sweet_and_sour_pork,contraindicatedFor,Hyperlipidemias
Beans_navy_canned_sodium_added_drained_and_rinsed,recommendedFor,Tachycardia
Egg_whole_dried,recommendedFor,Inflammation
Egg_yolk_raw_frozen_pasteurized,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Nuts_pecans_halves_raw,recommendedFor,Tachycardia__Ventricular
Wild_rice_dry_raw,recommendedFor,COVID_19
Beef_flank_steak_boneless_choice_raw,recommendedFor,Hyperplasia
Sugars_granulated,contraindicatedFor,Liver_Diseases
Soy_milk_sweetened_plain_refrigerated,predictedFor,Hypokalemia
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Carcinoma__Ehrlich_Tumor
Flour_rice_brown,recommendedFor,Torsades_de_Pointes
Sesame_butter_creamy,recommendedFor,Drug_Overdose
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Cell_Transformation__Neoplastic
Bulgur_dry_raw,highIn,Iron
Cheese_pasteurized_process_American_vitamin_D_fortified,highIn,Cholesterol
Beans_snap_green_canned_regular_pack_drained_solids,contraindicatedFor,Kidney_Calculi
Egg_yolk_dried,recommendedFor,Multiple_Myeloma
Soy_milk_unsweetened_plain_shelf_stable,recommendedFor,Neurologic_Manifestations
Nuts_brazilnuts_raw,contraindicatedFor,Liver_Cirrhosis
Blackeye_pea_dry,contraindicatedFor,Hypokalemic_Periodic_Paralysis
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,contraindicatedFor,Atherosclerosis
Yogurt_Greek_strawberry_nonfat,22-rdf-syntax-ns#type,Food
Flaxseed_ground,contraindicatedFor,Anemia
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Hyperplasia
Almond_butter_creamy,highIn,Iron
Sorghum_whole_grain_white_dry_raw,contraindicatedFor,Kidney_Calculi
Cheese_swiss,recommendedFor,Rickets
Fish_salmon_sockeye_wild_caught_raw,contraindicatedFor,Acute_Kidney_Injury
Egg_whole_raw_frozen_pasteurized,predictedFor,Hypocalcemia
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Diabetes_Mellitus__Type_2
Rice_brown_long_grain_unenriched_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Bananas_overripe_raw,contraindicatedFor,Diabetic_Ketoacidosis
Nuts_brazilnuts_raw,recommendedFor,Hypotension
Beans_Dry_Red_0_moisture,recommendedFor,Nerve_Compression_Syndromes
Chicken_broiler_or_fryers_breast_skinless_boneless_meat_only_cooked_braised,predictedFor,Ventricular_Dysfunction__Left
Buckwheat_whole_grain,recommendedFor,Hyperalgesia
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Anemia__Iron_Deficiency
Flour_barley,recommendedFor,Substance_Withdrawal_Syndrome
Nuts_almonds_whole_raw,recommendedFor,Hemorrhage
Oil_peanut,contraindicatedFor,Obesity
Chicken_drumstick_meat_and_skin_raw,predictedFor,Stomach_Ulcer
Sorghum_whole_grain_white_dry_raw,recommendedFor,Anemia
Flour_amaranth,recommendedFor,Diabetic_Cardiomyopathies
Bulgur_dry_raw,highIn,Carbohydrate
Sausage_pork_chorizo_link_or_ground_cooked_panfried,contraindicatedFor,Myocardial_Infarction
Cheese_cheddar,highIn,Cholesterol
Lobster_tail_only_frozen_wild_caught,recommendedFor,Acute_Kidney_Injury
Beans_Dry_Pink_0_moisture,recommendedFor,Prenatal_Injuries
Sauce_salsa_readytoserve,contraindicatedFor,Atherosclerosis
Sausage_pork_chorizo_link_or_ground_cooked_panfried,recommendedFor,Water_Electrolyte_Imbalance
Flour_almond,recommendedFor,Muscle_Cramp
Peanuts_raw,recommendedFor,Migraine_Disorders
Nuts_almonds_whole_raw,recommendedFor,Acrodermatitis
Pork_cured_bacon_cooked_restaurant,contraindicatedFor,Insulin_Resistance
Brussels_sprouts_raw,predictedFor,Torsades_de_Pointes
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Disease_Susceptibility
Almond_butter_creamy,highIn,Carbohydrate
Cheese_monterey_jack_solid,recommendedFor,Peptic_Ulcer
Crustaceans_shrimp_farm_raised_raw,contraindicatedFor,Acute_Coronary_Syndrome
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Hyperplasia
Flour_almond,recommendedFor,Hypocalcemia
Juice_tart_cherry_from_concentrate_shelfstable,contraindicatedFor,Cardiovascular_Diseases
Olives_green_Manzanilla_stuffed_with_pimiento,contraindicatedFor,Stroke
Pork_loin_tenderloin_boneless_raw,recommendedFor,Diabetic_Ketoacidosis
Mushroom_lions_mane,contraindicatedFor,Renal_Insufficiency__Chronic
Flour_quinoa,recommendedFor,Polycystic_Ovary_Syndrome
Cheese_cheddar,recommendedFor,Kidney_Diseases__Cystic
Beans_Dry_Tan_0_moisture,22-rdf-syntax-ns#type,Food
Cheese_cheddar,recommendedFor,Melanoma
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Fever
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Protein,worsensWith,Hepatic_Encephalopathy
Nuts_pecans_halves_raw,recommendedFor,Hyperglycemia
Yogurt_Greek_plain_nonfat,recommendedFor,Renal_Insufficiency
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Inflammation
Sausage_pork_chorizo_link_or_ground_cooked_panfried,contraindicatedFor,Kidney_Failure__Chronic
Corn_flour_masa_harina_white_or_yellow_dry_raw,predictedFor,Testicular_Diseases
Buckwheat_whole_grain,recommendedFor,Hypertension
Fiber,worsensWith,Kidney_Diseases
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Craniofacial_Abnormalities
Seeds_sunflower_seed_kernel_raw,recommendedFor,Tachycardia__Ventricular
Kiwifruit_green_raw,contraindicatedFor,Weight_Gain
Kiwifruit_green_raw,contraindicatedFor,Fatty_Liver
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Hypocalcemia
Sorghum_whole_grain_white_dry_raw,predictedFor,Polycystic_Ovary_Syndrome
Yogurt_plain_nonfat,recommendedFor,Sinus_Arrest__Cardiac
Peas_green_sweet_canned_sodium_added_sugar_added_drained_and_rinsed,contraindicatedFor,Renal_Insufficiency
Cream_cheese_full_fat_block,recommendedFor,Peptic_Ulcer
Sausage_Italian_pork_mild_cooked_panfried,recommendedFor,Ventricular_Fibrillation
Blackeye_pea_dry,recommendedFor,Prenatal_Injuries
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,recommendedFor,Polycystic_Ovary_Syndrome
Cheese_provolone_sliced,contraindicatedFor,Hypercalcemia
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Carcinoma__Ehrlich_Tumor
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Protein_Deficiency
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Hyperemia
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Drug_Overdose
Oil_soybean,22-rdf-syntax-ns#type,Food
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Hypomagnesemia_primary
Egg_white_raw_frozen_pasteurized,contraindicatedFor,Arteriosclerosis
Flour_amaranth,recommendedFor,Ventricular_Dysfunction__Left
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Nerve_Degeneration
Potatoes_russet_without_skin_raw,recommendedFor,Hypertension
Bulgur_dry_raw,recommendedFor,Long_QT_Syndrome
Mushroom_beech,recommendedFor,Heart_Failure
Beef_round_top_round_boneless_choice_raw,recommendedFor,Insulin_Resistance
Radishes_red_raw,22-rdf-syntax-ns#type,Food
Sausage_turkey_breakfast_links_mild_raw,contraindicatedFor,Hypertension__Pulmonary
Nuts_pine_nuts_raw,recommendedFor,Hyperalgesia
Beans_Dry_Navy_0_moisture,recommendedFor,Carcinoma__Squamous_Cell
Flour_oat_whole_grain,contraindicatedFor,Immune_System_Diseases
Beans_Dry_Tan_0_moisture,contraindicatedFor,Diarrhea
Soy_milk_unsweetened_plain_shelf_stable,predictedFor,Memory_Disorders
Flour_rye,recommendedFor,Diabetic_Ketoacidosis
Swordfish_frozen_wild_caught,highIn,Protein
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Prostatic_Neoplasms
Khorasan_grain_dry_raw,recommendedFor,Insulin_Resistance
Beef_chuck_roast_boneless_choice_raw,contraindicatedFor,Immune_System_Diseases
Cheese_cheddar,recommendedFor,Inflammation
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,COVID_19
Millet_whole_grain,recommendedFor,Ventricular_Fibrillation
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Neoplasms
Lentils_dry,recommendedFor,Polycystic_Ovary_Syndrome
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Long_QT_Syndrome
Beeftenderloin_steak_raw,recommendedFor,Hyperglycemia
Cream_cheese_full_fat_block,contraindicatedFor,Metabolic_Syndrome
Collards_raw,recommendedFor,Magnesium_Deficiency
Cheese_American_restaurant,contraindicatedFor,Hypertension__Pulmonary
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Diarrhea
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Neural_Tube_Defects
Scallops_sea_frozen_wild_caught,contraindicatedFor,Heart_Failure
Fish_haddock_raw,contraindicatedFor,Heart_Diseases
Nuts_walnuts_English_halves_raw,recommendedFor,Multiple_Myeloma
Bison_ground_raw,highIn,Fat
Saturated_Fat,worsensWith,Pancreatitis
Soy_milk_unsweetened_plain_shelf_stable,contraindicatedFor,Kidney_Calculi
Nuts_walnuts_English_halves_raw,contraindicatedFor,Hypercalcemia
Cheese_American_restaurant,recommendedFor,Kidney_Diseases__Cystic
Parsnips_raw,contraindicatedFor,Weight_Gain
Nuts_almonds_whole_raw,recommendedFor,Osteoporosis
Parsnips_raw,contraindicatedFor,Fatty_Liver
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Movement_Disorders
Wild_rice_dry_raw,recommendedFor,Hyperglycemia
Cream_cheese_full_fat_block,contraindicatedFor,Kidney_Diseases
Cheese_pasteurized_process_American_vitamin_D_fortified,predictedFor,Multiple_Myeloma
Beans_Dry_Red_0_moisture,recommendedFor,Hypomagnesemia_primary
Flour_quinoa,recommendedFor,Carcinoma__Squamous_Cell
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Hyperalgesia
Nuts_pine_nuts_raw,recommendedFor,Hypertension
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,contraindicatedFor,Hemosiderosis
Figs_dried_uncooked,recommendedFor,Neurologic_Manifestations
Beans_Dry_Tan_0_moisture,contraindicatedFor,Colorectal_Neoplasms
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,predictedFor,Arrhythmias__Cardiac
Nuts_walnuts_English_halves_raw,highInPredicted,Protein
Egg_white_dried,recommendedFor,Hyperalgesia
Rice_black_unenriched_raw,recommendedFor,Acute_Kidney_Injury
Fish_tuna_light_canned_in_water_drained_solids,contraindicatedFor,Edema
Pork_cured_bacon_cooked_restaurant,recommendedFor,Necrosis
Beans_Dry_Small_White_0_moisture,recommendedFor,Melanoma
Cheese_pasteurized_process_American_vitamin_D_fortified,highIn,Sodium
Farro_pearled_dry_raw,recommendedFor,Parasomnias
Nuts_pecans_halves_raw,recommendedFor,Fasciculation
Sorghum_whole_grain_white_dry_raw,predictedFor,Carcinoma__Squamous_Cell
Cheese_pasteurized_process_American_vitamin_D_fortified,highIn,Vitamin_D
Milk_whole_325_milkfat_with_added_vitamin_D,recommendedFor,Kidney_Diseases
Flaxseed_ground,recommendedFor,Arthralgia
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,recommendedFor,Carcinoma__Squamous_Cell
Cream_sour_full_fat,contraindicatedFor,Constipation
Flour_semolina_fine,recommendedFor,Coronary_Vasospasm
Flour_corn_yellow_fine_meal_enriched,highIn,Carbohydrate
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Hyperplasia
Tuna_ahi_or_yellowfin_frozen_wild_caught,recommendedFor,Rhabdomyolysis
Juice_tart_cherry_from_concentrate_shelfstable,contraindicatedFor,Diabetes_Mellitus
Grapes_green_seedless_raw,contraindicatedFor,Liver_Diseases
Chicken_breast_boneless_skinless_raw,highIn,Protein
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,contraindicatedFor,Acute_Coronary_Syndrome
Egg_white_dried,recommendedFor,Periodontitis
Beans_Dry_Cranberry_0_moisture,recommendedFor,Intestinal_Diseases
Flour_buckwheat,contraindicatedFor,Hyperkalemia
Tomatoes_canned_red_ripe_diced,contraindicatedFor,Proteinuria
Fish_tuna_light_canned_in_water_drained_solids,contraindicatedFor,Kidney_Calculi
Flour_coconut,contraindicatedFor,Intestinal_Diseases
Cottage_cheese_full_fat_large_or_small_curd,recommendedFor,Weight_Gain
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Hypertension
Cookies_oatmeal_soft_with_raisins,contraindicatedFor,Cardiovascular_Diseases
Oats_whole_grain_steel_cut,recommendedFor,Tachycardia__Ventricular
Beans_Dry_Red_0_moisture,recommendedFor,Neoplasms
Beef_top_sirloin_steak_raw,recommendedFor,Diabetic_Cardiomyopathies
Restaurant_Chinese_sweet_and_sour_pork,22-rdf-syntax-ns#type,Food
Plantains_ripe_raw,contraindicatedFor,Diabetes_Mellitus__Type_1
Sesame_butter_creamy,recommendedFor,Melanoma
Flour_oat_whole_grain,recommendedFor,Neural_Tube_Defects
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Hypokalemia
Peanuts_raw,predictedFor,Hyperkinesis
Lentils_dry,recommendedFor,Carcinoma__Squamous_Cell
Flour_coconut,recommendedFor,Heart_Defects__Congenital
Cheese_cheddar,highIn,Sodium
Flour_wheat_allpurpose_enriched_bleached,contraindicatedFor,Iron_Overload
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Diabetic_Cardiomyopathies
Tomato_puree_canned,recommendedFor,Diabetic_Ketoacidosis
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Stomach_Ulcer
Chia_seeds_dry_raw,recommendedFor,Pulpitis
Beans_Dry_Small_White_0_moisture,recommendedFor,Inflammation
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Proteinuria
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,contraindicatedFor,Edema
Restaurant_Latino_tamale_pork,recommendedFor,Bradycardia
Seeds_sunflower_seed_kernel_raw,recommendedFor,Tachycardia__Ectopic_Atrial
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Coronary_Vasospasm
Flour_buckwheat,contraindicatedFor,Acute_Kidney_Injury
Tomato_juice_with_added_ingredients_from_concentrate_shelf_stable,highIn,Vitamin_C
Collards_raw,highInPredicted,Iron
Beans_kidney_dark_red_canned_sodium_added_sugar_added_drained_and_rinsed,contraindicatedFor,Acute_Coronary_Syndrome
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Diabetes_Mellitus__Type_2
Potatoes_red_without_skin_raw,recommendedFor,Muscle_Weakness
Cheese_oaxaca_solid,contraindicatedFor,Hypertension__Pulmonary
Figs_dried_uncooked,contraindicatedFor,Hyperglycemia
Flour_almond,recommendedFor,Esophageal_Neoplasms
Beans_Dry_Small_Red_0_moisture,contraindicatedFor,Colorectal_Neoplasms
Chia_seeds_dry_raw,recommendedFor,Muscular_Diseases
Corn_flour_masa_harina_white_or_yellow_dry_raw,contraindicatedFor,Cardiovascular_Diseases
Flour_wheat_allpurpose_enriched_bleached,contraindicatedFor,Liver_Cirrhosis
Sorghum_whole_grain_white_dry_raw,recommendedFor,Coronary_Vasospasm
Flaxseed_ground,contraindicatedFor,Immune_System_Diseases
Beef_top_sirloin_steak_raw,recommendedFor,Ventricular_Dysfunction__Left
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Ventricular_Fibrillation
Beans_Dry_Pinto_0_moisture,recommendedFor,Intestinal_Diseases
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,contraindicatedFor,Kidney_Calculi
Spinach_mature,recommendedFor,Atrial_Fibrillation
Beans_Dry_Navy_0_moisture,recommendedFor,Periodontitis
Flour_oat_whole_grain,contraindicatedFor,Kidney_Failure__Chronic
Cheese_feta_whole_milk_crumbled,contraindicatedFor,Nephrolithiasis
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Tachycardia__Ventricular
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,predictedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Lobster_tail_only_frozen_wild_caught,recommendedFor,Hypotension
Nuts_cashew_nuts_raw,contraindicatedFor,Cardiovascular_Diseases
Seeds_sunflower_seed_kernel_raw,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Spinach_mature,recommendedFor,Developmental_Disabilities
Nuts_walnuts_English_halves_raw,recommendedFor,Tremor
Mushroom_crimini,recommendedFor,Diabetes_Mellitus
Sesame_butter_creamy,recommendedFor,Inflammation
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Disease_Progression
Cheese_swiss,recommendedFor,Peripheral_Nervous_System_Diseases
Milk_whole_325_milkfat_with_added_vitamin_D,predictedFor,Alzheimer_Disease
Seeds_sunflower_seed_kernel_raw,recommendedFor,Fasciculation
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Ventricular_Dysfunction__Left
Beef_chuck_roast_boneless_choice_raw,contraindicatedFor,Kidney_Failure__Chronic
Beans_Dry_Cranberry_0_moisture,recommendedFor,Nerve_Compression_Syndromes
Eggs_Grade_A_Large_egg_whole,recommendedFor,Cognition_Disorders
Sorghum_flour_white_pearled_unenriched_dry_raw,recommendedFor,Torsades_de_Pointes
Beans_Dry_Brown_0_moisture,contraindicatedFor,Gout
Yogurt_Greek_strawberry_nonfat,contraindicatedFor,Insulin_Resistance
Bread_wholewheat_commercially_prepared,recommendedFor,Weight_Gain
Tomato_paste_canned_without_salt_added,contraindicatedFor,Kidney_Calculi
Brussels_sprouts_raw,predictedFor,Hyperalgesia
Egg_yolk_raw_frozen_pasteurized,predictedFor,Tachycardia__Supraventricular
Cookies_oatmeal_soft_with_raisins,contraindicatedFor,Hepatolenticular_Degeneration
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Cardiomyopathies
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,contraindicatedFor,Colitis
Beans_Dry_Navy_0_moisture,recommendedFor,Hypertension
Chicken_drumstick_meat_and_skin_raw,predictedFor,Multiple_Myeloma
Rice_red_unenriched_dry_raw,recommendedFor,Arrhythmias__Cardiac
Zinc,treats,Cardiomyopathies
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Colitis
Flour_soy_fullfat,recommendedFor,Stomach_Ulcer
Flaxseed_ground,recommendedFor,Brain_Injuries
Flaxseed_ground,recommendedFor,Bradycardia
Beans_Dry_Navy_0_moisture,recommendedFor,Rickets
Flour_whole_wheat_unenriched,recommendedFor,Hyperkinesis
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Sinus_Arrest__Cardiac
Spinach_baby,recommendedFor,Muscle_Cramp
Cheese_dry_white_queso_seco,recommendedFor,Glioma
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Movement_Disorders
Flour_rye,recommendedFor,Ventricular_Fibrillation
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Seizures
Restaurant_Chinese_sweet_and_sour_pork,contraindicatedFor,Colorectal_Neoplasms
Salt_table_iodized,predictedFor,Weight_Gain
Kiwifruit_green_raw,highIn,Sugar
Millet_whole_grain,recommendedFor,Vasospasm__Intracranial
Parsnips_raw,predictedFor,Tachycardia__Supraventricular
Nuts_hazelnuts_or_filberts_raw,predictedFor,Disease_Progression
Tomato_paste_canned_without_salt_added,recommendedFor,Anemia
Flour_rice_brown,recommendedFor,Ventricular_Fibrillation
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Gastrointestinal_Diseases
Restaurant_Latino_tamale_pork,contraindicatedFor,Myocardial_Infarction
Beans_cannellini_dry,recommendedFor,Heart_Diseases
Bread_wholewheat_commercially_prepared,contraindicatedFor,Edema
Cookies_oatmeal_soft_with_raisins,contraindicatedFor,Diabetes_Mellitus
Restaurant_Latino_tamale_pork,recommendedFor,Water_Electrolyte_Imbalance
Frankfurter_beef_unheated,highIn,Saturated_Fat
Peanuts_raw,recommendedFor,Coronary_Vasospasm
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Polycystic_Ovary_Syndrome
